review,rating
"I have been using this bag for my college since past 11 months and have machine washed it several times . The bag still looks like a new one and the straps are also very strong . If you want to buy it for school/college, you can go for it",5.0 out of 5 stars
Good quality,5.0 out of 5 stars
Best product,4.0 out of 5 stars
College purposes,5.0 out of 5 stars
It's a good product .same as in pic,4.0 out of 5 stars
Good product,5.0 out of 5 stars
Nice choice,5.0 out of 5 stars
Spacious and good quality,4.0 out of 5 stars
Material is not to good,2.0 out of 5 stars
Quality is very poor,1.0 out of 5 stars
Light weight bag for all users,4.0 out of 5 stars
Happy,5.0 out of 5 stars
Nice,5.0 out of 5 stars
Good product,4.0 out of 5 stars
Bad,1.0 out of 5 stars
I am not choose,4.0 out of 5 stars
"Average quality of bag

It's not Laptop bag, there is no laptop space in this
Zips are too local

Worth of just 400 to 500 rupees",3.0 out of 5 stars
Worst bag ..light weight,1.0 out of 5 stars
"I received very cheap quality bag, not even laptop compartment on this price, why are you robbing your customers, totally rubbish",1.0 out of 5 stars
Gud,5.0 out of 5 stars
"I like the product
Colour and material",4.0 out of 5 stars
Good product...,4.0 out of 5 stars
Nice,5.0 out of 5 stars
Spacious and easy to use with appropriate chain and pocket,5.0 out of 5 stars
Ok,3.0 out of 5 stars
Good,4.0 out of 5 stars
It is toó large for office use,5.0 out of 5 stars
Nice bag,4.0 out of 5 stars
Yes this is water resistant bag but so lightweight otherwise good quality product,4.0 out of 5 stars
Super,5.0 out of 5 stars
 Bag is not good where to complain,1.0 out of 5 stars
No,2.0 out of 5 stars
Good one,4.0 out of 5 stars
Good,5.0 out of 5 stars
Good Product,4.0 out of 5 stars
Good enough for the price,4.0 out of 5 stars
Og,4.0 out of 5 stars
Some what better,3.0 out of 5 stars
Color,4.0 out of 5 stars
Nice product,4.0 out of 5 stars
I like this product soo much... and it's quality and brand comparing to market rate it is good in amazon and we gain profit in that.in market it's rate is 2300 and in amzon only1000.,5.0 out of 5 stars
It doesn't seem to be the original one used it for 2 months and the print on the front has started to come off. Not worth the prize,3.0 out of 5 stars
"Really really awesome. It's a new design, not common.. It provides too much space for my heavy books. My friends always talk about my bag and it's new design and the best thing is its price so cheap, I explored this bag on some other sites also but I got the best price on this site. Thank you amazon for providing such a fantastic bag to me......",5.0 out of 5 stars
I liked it.,4.0 out of 5 stars
"Well it is very big and light weight bag, I am really happy with Amazon. Thank you very much☺☺☺",4.0 out of 5 stars
Nice product,5.0 out of 5 stars
Worst bag its actual cost is around 200,1.0 out of 5 stars
Not bad.. But expected more quality material.,4.0 out of 5 stars
Like,5.0 out of 5 stars
Good product,4.0 out of 5 stars
Great product at price offered,4.0 out of 5 stars
It's,5.0 out of 5 stars
Very light to carry. Good for short trips. It is better to use a separate rain cover to get water resistance.,4.0 out of 5 stars
"Quality is good
But design point of view 1⭐",3.0 out of 5 stars
It is good product must buy,4.0 out of 5 stars
Good,4.0 out of 5 stars
😡😡😡😡😡,1.0 out of 5 stars
Good bag we can put large amount of clothes and good in travelling long trips,4.0 out of 5 stars
I like its colour but its quality is not satisfying to its price......,1.0 out of 5 stars
"Though not yet used, still looks excellent, light and smart. On durability one needs to wait how it takes on wear and tear of travel. Hope on use no issue crops up.",5.0 out of 5 stars
If you feel hesitate to buy this bag I can say that this is an original product and give one year world wide warranty means if it will damage within 12 months you can replace it on any American tourister. Bag has leight weight this is good product I never see like this bag,5.0 out of 5 stars
Not satisfied with the product...poor quality,1.0 out of 5 stars
"The quality of the product is what you expect out American Tourister, 100% Original product. The size is perfect for daily use for however you want to use it. School bag, travel bag, Football bag etc",4.0 out of 5 stars
Dont expect this type of cheap quality form branded co.,2.0 out of 5 stars
Superb,5.0 out of 5 stars
Replace my bag please 🤮,1.0 out of 5 stars
Very nice,4.0 out of 5 stars
The product could have been better you are taking more money amazon,4.0 out of 5 stars
Value for money go for it,5.0 out of 5 stars
Nyc and good quality and i am full impress of the product,4.0 out of 5 stars
Nice product...,4.0 out of 5 stars
Quality of the bag is not so good. Even it does not have any laptop sleeve in this price range.,3.0 out of 5 stars
"Good and original product, quality very nice light weight bag, genuine product, I am very much satisfied, thanks Amazon",5.0 out of 5 stars
The product very good.I am using it for my office & travel purposes its really helpful.,4.0 out of 5 stars
Awesome,5.0 out of 5 stars
Product quality is good and best for travelling,5.0 out of 5 stars
Good one,4.0 out of 5 stars
"It's colour is as showed in amazon, but it is differ from the various actual pictures shown..also many pocket of bag is not there inside the bag and its quality is low",2.0 out of 5 stars
"Not so bad at this amount of money
. You can go for it.",3.0 out of 5 stars
good but colour fades,4.0 out of 5 stars
Not good at all,1.0 out of 5 stars
Excellent,5.0 out of 5 stars
I like my new bag . Must buy this bag I got in Rs.849/-. One think I like to mention on a warranty card stamp and date not mentioned.,3.0 out of 5 stars
"Well made backpack with good capacity, use it as a daily carrier for office stuff along with a pair of clothes. Only missing is a partition for carrying the laptop, and that would have made it a perfect choice! Hasn't tested its water resistance quality yet!",5.0 out of 5 stars
If this product have laptop folder it is the best product for office purpose other wise it is only for school student and traveling. It has more space for carry cloths or books not for laptop.,4.0 out of 5 stars
Is not good enough as shown in image,3.0 out of 5 stars
Worst Bag,1.0 out of 5 stars
It is light weight and multipurpose bag. Comfortable to carry laptop and essentials.,4.0 out of 5 stars
The bag is very good for college students. Very durable and has good water resistance in rains,4.0 out of 5 stars
I Love it.. Perfect,4.0 out of 5 stars
"The bag is good in every aspect.
Very good for travelling purpose.",4.0 out of 5 stars
Nice & good,4.0 out of 5 stars
Product is good but it get torn without using. Hope it will be repaired.,3.0 out of 5 stars
"Nice product

Very attractive",4.0 out of 5 stars
Nice product... its good ..,4.0 out of 5 stars
Okay useful.,4.0 out of 5 stars
 This bag was triple folded when it was delivered to me making its front part look ugly permanantly . The front part there fades aways after a few days or so . Its inner part is made of cheap polymer .,2.0 out of 5 stars
It’s like good quality product.,4.0 out of 5 stars
Already stich bag provide me not expected from Amazon Bad Quality,4.0 out of 5 stars
I already see wear and tear in the zips and water bottle holder.,1.0 out of 5 stars
Quality is soon good I am using last 9 month,5.0 out of 5 stars
This is an amazing product. I am very happy to buy it.,4.0 out of 5 stars
Good,5.0 out of 5 stars
as described in advertisement...,5.0 out of 5 stars
The product is good but here is no warranty card in this bag.so I want to return it.,3.0 out of 5 stars
I loved it,4.0 out of 5 stars
Good for class 10 to 12 students,5.0 out of 5 stars
Bag Quality is so low,3.0 out of 5 stars
There is no space for laptop in the bag. Otherwise everything is perfect. I just loved it.,3.0 out of 5 stars
"Good product overall
Rough and touch use",5.0 out of 5 stars
nice,4.0 out of 5 stars
Quality of product is not matching with American Tourister,3.0 out of 5 stars
Very good product,4.0 out of 5 stars
Quality of material very thin. Light in weight,2.0 out of 5 stars
Good product,4.0 out of 5 stars
A very nice bag I like it,4.0 out of 5 stars
"I'm studying electrical engineering
This bag is really good I love this bag",5.0 out of 5 stars
Nice,3.0 out of 5 stars
Bag is good and nice looking but available in other best price for. Other seller.,4.0 out of 5 stars
"Helps students like us to carry a lot of books. Very comfortable. One of the best bags from American touristers. A lot of space and can carry almost 11 fat books of different sizes,with tiffin and water bottle. Got in good condition.",5.0 out of 5 stars
"Great backpack, use and use......",4.0 out of 5 stars
It's a good product,4.0 out of 5 stars
"Not very stylish
But has a great amount of space",3.0 out of 5 stars
Light weight & cool,4.0 out of 5 stars
"Purchased on offer. The design and bag overall are good with sufficient compartments, but the stiches started coming off within a month of purchase. So if you want it to last, you may have to reinforce the stitches from your neighbourhood tailor.",3.0 out of 5 stars
Good,3.0 out of 5 stars
"This bagpack is so good & also more space . Good product in reasonable price . I love it
Its a light weight bagpack.",5.0 out of 5 stars
"Good quality bag 👍
Light weight
Good for casual and traveling both 👍",4.0 out of 5 stars
Seems to be duplicate,3.0 out of 5 stars
"Recieved bag has one tiered zip and one compartment is torned, this is not expected from American tourister",1.0 out of 5 stars
Good product,4.0 out of 5 stars
Its nice but not water resistance. And looking duplicate product. Not like image.,4.0 out of 5 stars
Not water proof,4.0 out of 5 stars
Good spacious bag. Though nephew uses it as his school bag. Studies in 4th std.Material is a on a thinner side. External net pocket for water bottle tore within 15 days.,3.0 out of 5 stars
It is amazing. I like it very much. It quality is awesome. It's materials are outstanding. It's weight is a very light. It's has a great look. It's fantastic.,5.0 out of 5 stars
Product is not good ...no one come for return this product ....plz arrenge any one for return my product,1.0 out of 5 stars
Okay,4.0 out of 5 stars
I expect laptop bag also saperted but it's not available for laptop,4.0 out of 5 stars
Product is full water resist must buy,5.0 out of 5 stars
"Liked this product , Used for College",5.0 out of 5 stars
"Very good product , worth spending money",5.0 out of 5 stars
"After months of daily use, the bag still is in good shape as new.",5.0 out of 5 stars
It's good n nyce quality don't hesitate to buy 👍👍,4.0 out of 5 stars
This is a bad product... I'll dont suggest to purchase,1.0 out of 5 stars
The item doesn't look in real. I applied for return but item wasn't picked up for return even after multiple follow-ups.,1.0 out of 5 stars
good product,4.0 out of 5 stars
Good,5.0 out of 5 stars
"Good quality
You can Carry so many things in it",4.0 out of 5 stars
